Comment,Sentiment,Emotion,Spam
"You compared the weight with 13"" laptops, with light 13"" laptops that is. This Asus is a 14"" display laptop size with dGPU and double screen, they really achieved an amazing weight for what it offers.
Doing programming stuff, research and other productivity things on the go, you have a lot more screen real state than in any other ultrabook. It has more screen real state than 15"" laptops while being smaller thanks to the 2nd screen.",neutral,Joy,0
How many people walk around with laptops they do not they use them to replace pc more and keep in office and when they go out they use another smaller laptop,neutral,Neutral,-2
"To be honest, not my fav laptop",negative,Sad,0
"Wait, the main display is a touchscreen? Mine didnt came with that feature.
Those mfs lied to me",negative,Anger,0
Kashe yahe laptops meray pass hota,neutral,Neutral,-2
Which model it is,neutral,Neutral,-2
"That keyboard is cramped - but, there is only this much real estate you can get out from laptop dimensions. Looks wicked though. Whether its ""usable"" for day to day heavy users - thats a time test!!",positive,Joy,0
Aerith is here 😍,positive,Neutral,-2
SD and Thunderbolt is both available,neutral,Neutral,-2
"in our country, the secondary screen pad plus is the only one with touch capability :(",neutral,Sad,0
I'm Bangladeshi,neutral,Neutral,-2
Or kya hal  ap ka,neutral,Neutral,-2
Yas,neutral,Neutral,-2
"If it doesn't come with the ugly top lid, swirling metal, i would've bought one.",negative,Sad,0
"First of all, please show correct device as so many people are confused with touch screen. The laptop shown in the video is azenbook duo pro. That has both touch screens, but Zenbook duo only has secondary touch screen.",neutral,Neutral,-2
"Why not 4K? Dell XPS prvides 4k monitor, giving you more pixels that both of those screens combined.",neutral,Sad,0
kindly clarify  wheathr this is duo or pro duo. becz only pro duo comes in dual screen touch varient. And duo only have screenpad touch ????,neutral,Neutral,-2
This looks cool but I am not sure if the benefits of the extra screen can make up for the downsides.,neutral,Sad,0
That controller is sexy af! Got a crush on it,positive,Joy,0
"Me: ""I want one""
Wallet: ""Ha, you wish""",neutral,Neutral,-2
"Unbox Therapy: ""If we get close enough, you can actually see the x's and o's on the controller""

Youtube compression: ""Yeah, we dont do that here.",neutral,Neutral,-2
The real beast are the people who don't pick sides and just enjoy gaming.,neutral,Joy,0
"Well microsoft released the fridge
Sony better make a router",negative,Anger,0
YouTube : let's recommend after 8 hours,neutral,Neutral,-2
Anyone else start sweating when he said “Look at the one-handed grip”,neutral,Sad,0
Sony should make a internet router just like xbox did with the fridge,negative,Anger,0
"The controller looks like a 
"" legless, tanktop chick. """,negative,Anger,0
"“It’s almost like a statue.... or a, sculpting”

Well said.",neutral,Neutral,-2
"825 GB
Call of Duty: ""I'll be taking that""",neutral,Neutral,-2
When you realize gta 5 is about to go through 3 gens of consoles,negative,Neutral,-2
No it doesn’t someone who plays a lot don’t need color buttons mine has the buttons blacked out,neutral,Neutral,-2
This generation is basically a goodbye to having anything on your consoles,negative,Sad,0
Youtube would be like let's recommend this to everyone after 7-8 years,neutral,Neutral,-2
Recommendations are faster than notification 😂,positive,Joy,0
"Appreciate the video, the “baby talk” at times was a bit annoying tho.",negative,Anger,0
Sony has had enough with the ps4 jet engine memes they are like “NEVER AGAIN”,neutral,Neutral,-2
Bro I almost had a heart attack when he started one handing it....,neutral,Sad,0
Did he say “wait 4 years for the next generation”. What ?,neutral,Neutral,-2
Tim Cook still Won't Sent u Review Units in future😁😁,neutral,Joy,0
Jerry: So you’ve chosen death.,neutral,Anger,0
"Lew: ‘So just you known , every phone is basically bendable‘
Also Lew: ‘WOW!!!‘",neutral,Neutral,-2
"1:22 
Lew: All new design",neutral,Neutral,-2
"Nobody:
Nokia 3310 : Finally, A worthy opponent. Our battle will be legendary.",neutral,Neutral,-2
What a difference 6 years makes...,neutral,Neutral,-2
"""You can bend any phone""

Me: looks at my phone",neutral,Neutral,-2
"iPhone 12: I can’t be bent easily.

Gamora: what did it cost you?",neutral,Neutral,-2
"Lew: bends iPhone 12
iPhone 12: ""I'm not making you famous again.""

Lew: ""I know but BUY LATERCASE""",neutral,Neutral,-2
"Lew: Puts on gloves to bend phone

Jerry: Pffftt. Amateur",neutral,Neutral,-2
war. war never changes.,neutral,Neutral,-2
"12 in video: doesn’t break

me: looks at my 12",neutral,Neutral,-2
"I’m actually surprised by this, no bend at ALL. That is honestly quite amazing what technology can do in just 6 years, same material (or about)  and it doesn’t bend at all.",positive,Joy,0
"Lew: ""lets bend the new iPhone""
Apple: ""So you have chosen death?""",neutral,Neutral,-2
"Lew: bend test fail
Jerry: bend test fail
Users: ..oo
Apple: revise price upwards 50%",negative,Joy,0
"Until Jerry tests this thing to the fullest, I guess this will do lmfao",neutral,Joy,0
"Apple staff: Tim Tim ! It’s and emergency 
Tim Cook : what is it 
Apple staff: unbox therapy is doing a bending test 
Tim Cook: may god have mercy on us",neutral,Neutral,-2
"Iphone 12: “I am...... inevitable”


Nokia: And I am more inevitable",neutral,Neutral,-2
"That ""Hello"" while he was trying to bend the iphone made me feel like the phone was in pain lmao",neutral,Joy,0
When do we get to see the video that says -“ I’m switching to IPhone 12”,neutral,Neutral,-2
"""You can bend any phone""

Me: looks at my phone",neutral,Neutral,-2
Me: needing a phone,neutral,Neutral,-2
"Lew: ""I can break this phone""

Apple: ""No you can't break that phone""",neutral,Neutral,-2
"Bend test starts at 5:03, for anyone else who can't be stuffed with the super long intros.",neutral,Neutral,-2
Me: lemme watch this even tho I can't even afford an apple productl:),neutral,Sad,0
"JerryRigEverything: ""Looks like i have a new challenger""",neutral,Neutral,-2
"Lew: look! The iphone 12 pro camera module cracked.

Apple: sweats nerviously",neutral,Neutral,-2
“That is sufficient pressure in my mind”,negative,Sad,0
"Lew: I have an iphone to bend !!


Me: If i have an iphone , i will not open the box in a month.",neutral,Neutral,-2
"Lew: bends an iPhone for a video
Me: saving up for years to buy an entry level older iPhone

Just joking, love from Africa",positive,Joy,0
Who else is waiting on JerryRigEverything?,neutral,Neutral,-2
Whenever new phone comes youtubers starts hurting poor peoples 😓😭,negative,Sad,0
"""Whichever the era theres always a war"" ~ Hashirama Senju 🌲",neutral,Neutral,-2
"Me: Trying to buy iPhone by selling my kidney.......

Others: Lets break it bend it and throw it from 50m...",neutral,Neutral,-2
"lew: wow its unbendable
apple: take that!! sucker
also apple: shhh we sent him the most durable iphone ever with the strongest elements in the galaxy know to mankind",neutral,Neutral,-2
"Lew: what? They haven't send phones this time also.. 😑
Drop that video Will.. 🔥",neutral,Joy,0
"""What doesn't kill you, only makes you stronger"" Apple be like!",negative,Joy,0
"Apple: No yet has been able to bend the iphone 12.

Hydraulic press has entered chat",neutral,Neutral,-2
"Iphone : we have smaller notch which is only half the screen for 699

Me : I brought a dot notch phine for 199",neutral,Neutral,-2
7:37 anndddddd this is when i click off😭😂,neutral,Joy,0
"2014: Lew bends iPhone 6
2020: Lew can't bend iPhone 12
2030: iPhone 30X bends Lew",neutral,Neutral,-2
I love how we all try and save up for 3 months for the new phone and my man is doing bend tests on it,negative,Sad,0
4:57 saving your time,neutral,Neutral,-2
"Me when I get an iPhone 12: Protects it with my life 
Unbox Therapy: tries to break it",neutral,Neutral,-2
"Me: disnt even try any iphone 

Him:breaking an iphone 12",neutral,Neutral,-2
This phone is especially made to survive JERRYRIGEVERYTHING test,neutral,Neutral,-2
"4:56 iPhone 12 bend test starts

10:26 iPhone 12 pro bend test starts",neutral,Neutral,-2
"When he puts his glove on I was like          “ NOOOOOOOOOOOOO😰😱😓🥺”
Holding my iPhone 6s 😂😭 !!",neutral,Joy,0
This is over power and strangest phone from any other iPhone by the way  love from India 😁😁❤❤❤,positive,Joy,0
Me trying to bend my phone when I’m watching,neutral,Neutral,-2
"JerryRigEverything: ""what do I see? A rival?!""",neutral,Neutral,-2
Ahh! The Rituals!,positive,Joy,0
7:57 it could be slightly bent with the corners still flush.,neutral,Neutral,-2
He’s gotten old lmao 😂,neutral,Joy,0
"wear some goggles the next time you do this, shards might get into your eyes when they break",neutral,Neutral,-2
"In car audio and body building, flexing is good...",positive,Joy,0
My heart aches watching those iphones get bended 💔,negative,Sad,0
"Lew: attempts to bend the iPhone 12
Apple: Wait that’s illegal",neutral,Neutral,-2
"4:20 put on gloves
Zack: I won't even do that for bend test",neutral,Neutral,-2
Bro I'm running in a iPhone 5's still you would bless me with the 12 pro fr 😢😢,neutral,Sad,0
"Me just waiting for jerryrigeverything, this will do for now",neutral,Neutral,-2
man's been letting himself go during quarantine,neutral,Neutral,-2
"""I'm trying this new food dish from Apple and they DID NOT PUT GLASS IN IT!!!! I Love you Apple, you finally did it!""",neutral,Neutral,-2
"0:42 
Lew wont make this mistake this time. 
"" Dont mess with apple ""
- Unbox Therapy",neutral,Neutral,-2
"Lew: let's bend the phone
The phone: hello!",neutral,Neutral,-2
"Lew: “any phone will bend with enough pressure”
iPhone 12: does not bend at all
Jerryrigeverything: do you even lift bro?",neutral,Neutral,-2
I love how he has the money to bend the newest iphone,positive,Joy,0
"""You can bend any phone if you try hard enough""

Nokia 3310 : am I a joke to you?",neutral,Neutral,-2
Hey why don't you put on that no cut gloves.🤣🤣🤣,neutral,Joy,0
Jerryrigeveything : interesting.......,neutral,Joy,0
"JerryRigEverything: GLASS IS GLASS

Apple: La La La 🎶 I didn’t get that. What did you say?",neutral,Neutral,-2
"DAMN for all these years still watching hes phone review with my Oppo a33w ,love watching phones that i cant afford :> just for the online class or for my daily life updates its everything for me and ive never experience on owning an iphone even the old ones
pshh.....",negative,Sad,0
"Apple and Lew: make peace and allowed to get early product access.

Also Apple: let's be careful this time and make a bend proof iPhone",neutral,Neutral,-2
"If they could get iPad Pro to be this structurally sound, I would finally get one💯",neutral,Neutral,-2
Congrats to all the engineers having to work overtime to fix this issue after iPhone 6!,positive,Joy,0
"Lew: fails to bend phone
iPhone: Hello",neutral,Neutral,-2
"After Titanic, This video broke my heart . Manh. I wish i had these😭",negative,Sad,0
"The bend test is at 10:29 
To save you ten and a half minutes",neutral,Neutral,-2
"Gen-Z Ollivander: ""Let's take a look... (holds phone up to ear) A14 Bionic Core... (holds phone out) 6.06 inches... (tries to bend phone) un... *unyielding*. This iPhone belonged to Timothy Donald Cook, treat it carefully...""",neutral,Neutral,-2
"Video actually starts at 5:00

You’re welcome",neutral,Neutral,-2
Wow amazing iPhone 12,positive,Joy,0
just watch jerry rigs everything.,neutral,Neutral,-2
"Steve jobs somewhere in heaven be like yall mfs trying to break my phone 🤣🤣


Edit: here in india no one will be able to bend that it's too expensive for us 😂",neutral,Joy,0
That's the reason I love APPLE I PHONE so much ❤ but still I'm not able to afford an apple😥,positive,Sad,0
"It's not satisfying, he should at least had smashed it!",negative,Sad,0
"JerryRigEverything: Now it’s time for the bend test. 

Unbox Therapy: way ahead of ya.",neutral,Neutral,-2
"Last time I watched here, Lew sent an email to apple about their relationship and the bend test he did on the iPhone 6. 

Now I can see Lew trying to redeem himself from that. Seems theyre okay now huh.",neutral,Neutral,-2
4:59 the real video begains,neutral,Neutral,-2
I'm trying to bend my Iphone 5s which is like the nokia of Apple :D,neutral,Neutral,-2
"Lew: Why doesn't apple send me iphones

Also Lew:",neutral,Neutral,-2
I love watching iphone that I can't afford to buy 🥺😔,neutral,Joy,0
Case is thinner.... Thinner..,negative,Sad,0
"Animals : ""they are destroying our homes! What should we do?!""

Virus : ""let me handle this""",negative,Anger,0
I would hate to be that person with a tickled throat waiting for the right time to cough!,negative,Anger,0
"""Don't wear a face mask if you are healthy.""  My how have times changed.",neutral,Anger,0
"New Coronavirus effects: Homelessness, depression, suicide, addiction, domestic abuse, wiped out savings and businesses. Glad the experts are getting everything under control.",positive,Sad,0
Things have changed A LOT since this talk...,neutral,Neutral,-2
"Gives a talk on Coronavirus


Someone in the audience coughs",neutral,Sad,0
"This didn't age well. 
A person can't be infected for more than 14 days.
Not 24.",neutral,Sad,0
"literally no one:
wohymen: Coronavirus Is Our Future",neutral,Neutral,-2
I love that she’s explaining this when like at least 50 people started coughing in the background,neutral,Joy,0
She’s wrong about face masks for sure 🤣 Otherwise great speech 👏🏻,neutral,Joy,0
"She forgot to mention don't go to large gatherings, like Ted.",negative,Anger,0
"""Don't wear face masks""
Hi, Italy here. We are not alowwed to leave our houses without face masks on...",negative,Anger,0
"Someone in the crowd: coughs
Everyone else: 👀👀👀👀",neutral,Sad,0
"""You can be infected and not show signs for 24 days""
""If you're not infected don't wear a face mask""
How do we know if we are not infected?",neutral,Neutral,-2
I love how a lot of people attended this large gathering in during the wake of the pandemic,negative,Neutral,-2
Remember when we all thought that 2020 was going to be a good year?,neutral,Sad,0
"I agree with everything she said with the exception of ""Don't wear a mask"".  Didn't she say that healthy people walk around for 24 days undiagnosed and contagious with Covid-19?  Yeah she did.  I will continue to wear a mask & gloves in grocery stores.",negative,Anger,0
"Anyone else laugh out loud when she said that the US is a serious investor in public health 😂 what a joke, they treat it as a business, it costs $10k to have a baby 6:18",positive,Joy,0
Talks about virus whilst someone is coughing like crazy in the audience - urm,neutral,Sad,0
Okay but I clicked on this to hear why Covid-19 is our future,negative,Neutral,-2
"GHO: Try to refrain attending large events with 100+ persons. 
TEDx: Huh what? 🤣",negative,Neutral,-2
"Yikes, this aged about as well as a forgotten tuna sandwich in a college dorm refrigerator",negative,Sad,0
"I’ll tell you a coronavirus joke now, but you’ll have to wait two weeks to see if you got it. ٩(˘◡˘)۶",neutral,Joy,0
"The ""no mask"" advice was the recommended directive at the time this was recorded. By April, professionals were explaining that face masks were critical in slowing the spread of the virus. Don't throw the baby out with the bathwater; the presenter does an excellent job of explaining what coronavirus is.  I am writing this on July 16, when the number of COVID cases surpassed 75,000 in a single day and there have been 137,000 deaths to date.  Still skeptical? Walk into your local hospital.",positive,Neutral,-2
Hello ateneans whats up whats poppin 😂,positive,Joy,0
Anyone just going straight to the comments,neutral,Neutral,-2
She said that people are walking around with the virus and showing no signs... and at the end of this video she said that don't wear face mask?? I was really upset and this video was really interesting since i have heard that sentences at the end. I think that is why coronavirus spreadouts faster at Europe and America. People should protect themself by wearing face mask. Not only for sick people but also for normal people. Thanks!,negative,Neutral,-2
Anyone just going straight to the comments,neutral,Neutral,-2
"This has an odd flavor, watching in November of 2020.",negative,Neutral,-2
"Before the coronavirus, i used to cough to hide a fart, now i fart to hide a cough.",negative,Neutral,-2
The Australian government is watching me watch a Ted talk on covid 🤯🤯🤯🤯🤯🤯,negative,Anger,0
"""I know you take it in to the bathroom with you"" (referring to my phone)
*Me who watches this in the bathroom
😐",neutral,Neutral,-2
Lol now it has become Pandemic 😂😂😂😂,negative,Joy,0
"Since a lot of us don’t know if we are carriers, wouldn’t it be a good idea to wear face masks?",neutral,Neutral,-2
Hello to the people in the future watching this half decade old TED talk because it showed up in their recommended videos,neutral,Neutral,-2
"anyone else here put this woman on pause and just concentrate on the comments here?  YouTube has moved comments to a new page so they can still data-mine and figure out who their enemies are, while keeping comments away from the sheeple who are easily influenced.  so their propaganda might work a little bit better?  FAIL.",negative,Anger,0
Wow. These comments are awesome. None of you really paid attention to anything that you didn't want to pick apart. Open up your ears. Use your brain.,negative,Joy,0
I wonder how many folks got the COVID at this lady’s T-talk.,negative,Sad,0
After watching literally anything your brain is not the same ...,neutral,Neutral,-2
"The brain is so complex it doesn't understand itself, think bout that.",neutral,Sad,0
"the fact that we ,brains, make progress in brain research means that brain is not the only thing that can think in our body",neutral,Neutral,-2
"Don’t listen clowns in the comments saying “I’ll save you 15 minutes, practice makes perfect” etc; It’s ONLY 15 minutes of your life, for free knowledge. BUT if you watched this and still quite didn’t get the essence of what she was talking about: it’s totally ok, it was a lot of information for this little time.",neutral,Neutral,-2
Is it weird that I can physically feel my brain changing? Or at least I think it’s my brain...,positive,Sad,0
The brain is the most important organ in the body...according to the brain.,neutral,Neutral,-2
Learning about the brain is just a brain trying to understand itself.,neutral,Neutral,-2
"""Everything you do, everything you encounter and everything you experience is changing your brain."" I love these lines.",positive,Joy,0
Can anyone pls tell me the name of the intro music,neutral,Neutral,-2
"Wow my brain did change, it feels smoother, more elastic and incredible.",positive,Joy,0
Fun fact: Humans are just organic mechs piloted by their brains.,neutral,Joy,0
"""Genius is not about genetics, genius is about practice."" Robin Sharma",neutral,Joy,0
"This video is underrated. Take the time to watch it.

1. Increased struggle during practice leads to more learning. We are shaped by everything that we don't  do.",positive,Neutral,-2
When will ted himself show up to the talk?,neutral,Neutral,-2
"Once a magician said, ""I thought that the brain is the most wonderful organ of human body, but then I realized that who was telling me this"".",neutral,Neutral,-2
"Wow my brain did change, it feels smoother, more elastic and incredible.",positive,Joy,0
overblown title for no great revelations. seemed as if my life was gonna change for the better instead of more disgust.,positive,Neutral,-2
"It's been six months since I've watched this and my life isn't the same anymore
Best video I've ever watched",positive,Sad,0
"2020 Thanks god i am still healthy and i am enjoying your video, anyone else from 2020 here?God bless you all people",positive,Joy,0
"I need to know something about breathing OCD ,cause I once faced  this kind of problem and I really don't know anything about it",neutral,Neutral,-2
"Hardest part is having drive to continue the repetition. Passion, emotion are great drivers but beneath lies desire. Without desire it is lost.",positive,Neutral,-2
"Yeap, we studied that in Psychology classes.",neutral,Neutral,-2
"I am going to save your 15 minutes. Please save your time. "" Practice makes you perfect"". 😁",neutral,Joy,0
"""Everything you do, everything you encounter and everything you experience is changing your brain."" I love these lines.",positive,Joy,0
"The brain is never the same at all time because of what needs to happen to retain and develop itself if you are undergoing major neurological growth. In the case of neurodegeneration the brain starts malfunctioning and becoming inoperational. Anyways the important point is that the brain almost always undergoes change and even if it is dead it will still undergo decompostion. And if we also consider spacetime warpages that result from them having to obey the Heisenberg Uncertainty Principle and the constant changes in the momenta and position because of this principle, it never is the same as before.",neutral,Neutral,-2
I basicly saw that this essential work had been exposuring silly commets,neutral,Anger,0
Don’t read comments....concentrate on the video.,neutral,Neutral,-2
Everything is made up of atoms. Scientists are just a group of atoms studying themselves,neutral,Neutral,-2
"""Build the brain you want."" Too cheesy after just stating that you can't learn every type of skill as effectively. But neuroplasticity is remarkable though. You should check the pictures of the brain after someone lost a finger. You can see the brain mass for 5 fingers being redivided by 4, so growing bigger per finger.",negative,Neutral,-2
"""None of us can know what we are capable of until we are tested."" 
-- Elizabeth Blackwell",neutral,Neutral,-2
"Man i yawned 2 times throughout the video.
It reminded me on bio class",negative,Anger,0
Me rn: reading comments lol,negative,Joy,0
"So main point:
1. Practice - hard work works
2. Everyone learns differently ",neutral,Neutral,-2
"This was great, I have been researching ""how to speak directly to the subconscious mind"" for a while now, and I think this has helped. Have you heard people talk about - Giyoe Fonogan Builder - (do a google search ) ? Ive heard some awesome things about it and my mate got excellent results with it.",positive,Joy,0
me seeing everyone else commenting 2 days ago even though this is 5 years old👀,neutral,Neutral,-2
SO Tiger woods will not be great again until he gets a trainer like his father! That 's what I got out of this video! Thank you so much for the interesting presentation. Harold,neutral,Neutral,-2
"""Anyone who has never made a mistake has never tried anything new.""
 -- Albert Einstein",neutral,Neutral,-2
I'm so stressed out over this and I'm not even an American 😂😆,negative,Joy,0
"Twitter has just blocked Donald Trump, this is all very very suspicious.",negative,Anger,0
So basically whoever wins Michigan is president,neutral,Neutral,-2
"Riveting news “If Biden gets more states and votes he wins White House, BUT if Trump gets the votes, Trump keeps the Whitehouse”. I never thought of it that way. 😂🙄",neutral,Joy,0
"i just feel, the US election system is weird",negative,Anger,0
This is just a sad and tragic game,negative,Sad,0
"I am watching from Kenya, I have not slept for 2 days... and my stomach ""cuts"" me when i see the results change..",negative,Sad,0
"Wisconsin Trump leading 100,000+ and in an hour counting 200,000 ballots and 160,000 for biden??? what a heck",negative,Anger,0
The American election are Strange and too stressful,negative,Anger,0
"Here I am, watching all this unfold, waiting to see who wins as if I'm an American. Even sports doesn't get me this eager!",neutral,Neutral,-2
if sleepy JOE wins...america is doomed . and the chinese laughing,negative,Anger,0
Wisconsin or Michigan Pennsylvania or Wisconsin that's ballgame trump,neutral,Neutral,-2
Am in Finland and this thing is stressing me out🤦🏾‍♂️,negative,Anger,0
This is ridiculously close. its almost a repeat of 2000,negative,Anger,0
"God,give the U.S a leader with pure heart and a God fearing attitude.",positive,Joy,0
How many tickets our Australia state have for vote USA president?,neutral,Neutral,-2
“Those who vote decide nothing. Those who count the vote decide everything.” ― Joseph Stalin,neutral,Neutral,-2
I am not even an American but i have been watching the news not stop. I think we non American are more stressed out then Americans LMAO,negative,Sad,0
The American people are taking THEIR country back from the enemy within. Cheap gold bought.,neutral,Neutral,-2
They are cheating in Wisconsin. We could be done,negative,Anger,0
#TRUMP2020 . The media BASHED the orange man for 4 years straight and look how close the race is. The media lost ALL credibility with the American people,negative,Anger,0
THE WORLD IS WITNESSING HOW DEMOCRATS ARE TRYING TO STEAL THE ELECTION,negative,Anger,0
What aload of bs the world loves trump and knows Biden sniffs welllllll we all know what 🙅🏼‍♀️,negative,Anger,0
Clearly there's a fraud going on. By now we should know who is the president.,negative,Neutral,-2
Anyone think this suspenseful dragging on only stands to increase web traffic as well as ratings for us television?,negative,Neutral,-2
SOMETHING STINKS HERE.....!!!!!!!,negative,Anger,0
"Why I am so interested, if I am not American 😄",positive,Joy,0
Lmao I'm not even American and I'm stressed af,negative,Sad,0
let God righteousness reign over USA,neutral,Neutral,-2
